iter	RMSE
295	0.5657166858
296	0.5644724843
297	0.5626542018
298	0.5623712746
299	0.5618290623
300	0.559825528
301	0.5595424812
302	0.5582170652
303	0.5577971587
304	0.5576619466
305	0.5558190437
306	0.5556914147
307	0.5534570244
308	0.5532880319
309	0.5531625818
310	0.5522399653
311	0.5517738781
312	0.5513328311
313	0.5512152028
314	0.5510757921
315	0.5508758336
316	0.5489049215
317	0.547213409
318	0.5469282305
319	0.5468189099
320	0.5442042048
321	0.5430980576
322	0.5408040594
323	0.5387940242
324	0.5386660792
325	0.5385628627
326	0.5384412491
327	0.5383426327
328	0.5369770837
329	0.5347193664
330	0.5326796903
331	0.5325656633
332	0.530617085
333	0.5305061204
334	0.5299549729
335	0.529394646
336	0.5274494704
337	0.5270742672
338	0.5252152067
339	0.5231748225
340	0.5207855118
341	0.5204186815
342	0.5196241441
343	0.5195283243
344	0.5186444259
345	0.5169531616
346	0.5168615191
347	0.5157191051
348	0.5151596747
349	0.5129361727
350	0.5108616165
351	0.5107611746
352	0.5106760234
353	0.5098202106
354	0.5078345659
355	0.5064890636
356	0.5044357127
357	0.502698385
358	0.5024344685
359	0.5002921012
360	0.5000503073
361	0.4990805813
362	0.4977996192
363	0.4956590795
364	0.4955661959
365	0.4944983004
366	0.4920717146
367	0.4918489885
368	0.490357041
369	0.4897407696
370	0.4877256213
371	0.4860380459
372	0.4858141581
373	0.4834426601
374	0.4833672863
375	0.4820633863
376	0.4808703833
377	0.479014563
378	0.478707873
379	0.4770442567
380	0.4754007325
381	0.4729212176
382	0.4711457524
383	0.4710673927
384	0.4702364307
385	0.4681449483
386	0.4680696029
387	0.4665368107
388	0.4648303822
389	0.4633067424
390	0.4614009203
391	0.4597870678
392	0.4573109224
393	0.4569008732
394	0.4567326495
395	0.4557159238
396	0.455645509
397	0.4555566728
398	0.4541698429
399	0.4541087033
400	0.4540412353
401	0.4529609053
402	0.4509979951
403	0.4494890061
404	0.4480675336
405	0.4472986837
406	0.4461263913
407	0.4450390566
408	0.4424986248
409	0.4410671921
410	0.4408014616
411	0.4405722565
412	0.4399831736
413	0.4387854437
414	0.437120878
415	0.4355402985
416	0.4349523714
417	0.4330580954
418	0.4315361445
419	0.4298671207
420	0.4292219055
421	0.4289528397
422	0.4274500712
423	0.425100012
424	0.4248832265
425	0.4226874798
426	0.422437619
427	0.4204643753
428	0.4201018513
429	0.4200097668
430	0.418190451
431	0.4164026621
432	0.4151565064
433	0.4136921702
434	0.4122886045
435	0.4117062457
436	0.4101987633
437	0.4101419381
438	0.4094771167
439	0.4085609619
440	0.4081922062
441	0.4070813255
442	0.4058264475
443	0.4048996619
444	0.4035989031
445	0.4028435723
446	0.4013322316
447	0.4007440653
448	0.4005670807
449	0.3998333484
450	0.3985091044
451	0.3974791723
452	0.3967867152
453	0.3961324478
454	0.3950480911
455	0.3947977575
456	0.3934503548
457	0.3933978347
458	0.3929889498
459	0.39236307
460	0.3913614716
461	0.3902750696
462	0.3892564053
463	0.3888325974
464	0.3880484103
465	0.387377559
466	0.3867118448
467	0.3854986954
468	0.3842955526
469	0.3832953692
470	0.3817581787
471	0.3812877451
472	0.3811208025
473	0.3802919552
474	0.3787216217
475	0.3783710171
476	0.3776811576
477	0.3771596546
478	0.3768805864
479	0.3762587045
480	0.3755359794
481	0.3740180699
482	0.3732458866
483	0.3722065995
484	0.370712253
485	0.3695431179
486	0.3687276032
487	0.3673807569
488	0.366170684
489	0.3657396482
490	0.3651433959
491	0.3647060661
492	0.3644528908
493	0.3643355471
494	0.3631077145
495	0.3619558577
496	0.3611071766
497	0.3599596147
498	0.3590455798
499	0.3579400405
500	0.3578843174
501	0.3577057524
502	0.3564586369
503	0.3556889319
504	0.3540853816
505	0.3539591276
506	0.3537978511
507	0.3524219905
508	0.351277035
509	0.3510406468
510	0.3507912473
511	0.3505213405
512	0.3499749351
513	0.3488861511
514	0.3484427828
515	0.3473796533
516	0.3467243831
517	0.3455794185
518	0.3444995983
519	0.3440071415
520	0.3433355333
521	0.3424949966
522	0.3412981564
523	0.3407057042
524	0.3396291484
525	0.3389546035
526	0.3387671165
527	0.338375736
528	0.3379222969
529	0.3371443199
530	0.336131039
531	0.3352612505
532	0.334223758
533	0.3335642638
534	0.333278547
535	0.3326263646
536	0.3322097027
537	0.3314286566
538	0.3305197577
539	0.3299121714
540	0.3291535207
541	0.3287334754
542	0.3285176783
543	0.3279527777
544	0.3269595769
545	0.326268169
546	0.3252218508
547	0.3242068345
548	0.3233603004
549	0.3226395197
550	0.3220143603
551	0.3217482882
552	0.3206916291
553	0.3204650205
554	0.3196184737
555	0.3183969522
556	0.3169882846
557	0.3159100123
558	0.3153263396
559	0.3141776531
560	0.3133618773
561	0.3124278681
562	0.3118444153
563	0.3107651934
564	0.310427339
565	0.30993554
566	0.3089502215
567	0.3082942402
568	0.3072490069
569	0.3068098418
570	0.3064114191
571	0.3058867329
572	0.3049652145
573	0.303775536
574	0.3036611449
575	0.3035517582
576	0.3030051559
577	0.3018696591
578	0.3009943694
579	0.3000573322
580	0.2989557259
581	0.2980887117
582	0.2973779258
583	0.2963064189
584	0.2959882849
585	0.2950377934
586	0.293873342
587	0.2937605287
588	0.2935160134
589	0.2932319476
590	0.2925603804
591	0.2915037475
592	0.2907678409
593	0.2900658147
594	0.2891169878
595	0.2883815912
596	0.2877519822
597	0.2875349918
598	0.2867306827
599	0.2860429421
600	0.2851814603
601	0.2841503099
602	0.2838532477
603	0.2830686744
604	0.2821155826
605	0.2818100589
606	0.2810855442
607	0.2803580836
608	0.2800359528
609	0.2798615005
610	0.2796426774
611	0.278678905
612	0.2775893746
613	0.2767903011
614	0.276179902
615	0.2757994293
616	0.2749511378
617	0.2743680572
618	0.2739876401
619	0.2731953832
620	0.2723673888
621	0.2716578393
622	0.2712303096
623	0.2703426263
624	0.2697956311
625	0.2687844669
626	0.2678492527
627	0.2675349294
628	0.2671394072
629	0.2671133408
630	0.2658793474
631	0.2653353243
632	0.2642793538
633	0.2637338952
634	0.262808704
635	0.2622763313
636	0.2611848918
637	0.2603451444
638	0.2600850419
639	0.2597892852
640	0.2586342453
641	0.2578688738
642	0.2570642623
643	0.2564846015
644	0.2560434472
645	0.2554271436
646	0.2552213045
647	0.2541799591
648	0.2531426807
649	0.2523077097
650	0.2521491305
651	0.2519442091
652	0.2517792766
653	0.2515020493
654	0.2508174415
655	0.2502451863
656	0.250157298
657	0.2500028831
658	0.24966855
659	0.2492627967
660	0.2488317138
661	0.2480102219
662	0.2470514535
663	0.2467255991
664	0.2457351706
665	0.2450436333
666	0.2444588223
667	0.2439914501
668	0.2436842088
669	0.243161812
670	0.2426929391
671	0.2423739627
672	0.2419731059
673	0.2415170213
674	0.2406458466
675	0.2397538143
676	0.2396275969
677	0.23960915
678	0.2395850679
679	0.2394577017
680	0.2385342217
681	0.2379252969
682	0.2374611588
683	0.2369168039
684	0.2364197431
685	0.2360014633
686	0.2354053856
687	0.23495152
688	0.2344001156
689	0.2334531651
690	0.2325732405
691	0.2325445205
692	0.2319292394
693	0.2315483739
694	0.2312647029
695	0.2305597306
696	0.230173265
697	0.2295952371
698	0.2289782826
699	0.2283000312
700	0.2275504977
701	0.2271331826
702	0.2265759479
703	0.226219409
704	0.2256488805
705	0.2252353385
706	0.2246696114
707	0.2242127375
708	0.2236986618
709	0.2230851886
710	0.2230010358
711	0.2223595522
712	0.2220914074
713	0.2214700083
714	0.2208866475
715	0.2205631129
716	0.2204070719
717	0.2193450484
718	0.2188018884
719	0.2180397461
720	0.2175489133
721	0.2173404939
722	0.2168346359
723	0.2164787945
724	0.2155355764
725	0.2149662793
726	0.2142926746
727	0.213831054
728	0.2132754673
729	0.2126357611
730	0.2121068087
731	0.2117020742
732	0.2109911323
733	0.2105749656
734	0.2101804814
735	0.2096331414
736	0.2094901416
737	0.2092344759
738	0.2087371541
739	0.2081744531
740	0.207780387
741	0.2069503158
742	0.2064779486
743	0.2061232011
744	0.2056799876
745	0.2052883092
746	0.2050028338
747	0.2043092389
748	0.2041389124
749	0.2033458785
750	0.2033301656
751	0.2027113557
752	0.2023762584
753	0.2018191219
754	0.2010867381
755	0.200952128
756	0.1999447529
757	0.1990559475
758	0.1987382534
759	0.1981754569
760	0.1979715304
761	0.1972683357
762	0.1966957464
763	0.1962662562
764	0.1953429762
765	0.194602335
766	0.1942653379
767	0.1936665837
768	0.1926415231
769	0.1922339325
770	0.1920941875
771	0.1915686212
772	0.1910985466
773	0.190827442
774	0.1904490215
775	0.1900599142
776	0.1895547667
777	0.1889665079
778	0.1883498489
779	0.1877401779
780	0.1874812246
781	0.1870901234
782	0.1865310471
783	0.1858368724
784	0.1850428739
785	0.1843387431
786	0.1840434423
787	0.1834584446
788	0.1830739841
789	0.1826744251
790	0.1819473174
791	0.1812773883
792	0.1808920721
793	0.1805592248
794	0.1802292308
795	0.1795809307
796	0.1794219759
797	0.1786338697
798	0.1780432273
799	0.1778852677
800	0.1773643914
801	0.1768943011
802	0.1760523969
803	0.1756614098
804	0.175311118
805	0.1750187502
806	0.174881687
807	0.174696509
808	0.1744005992
809	0.1739297694
810	0.1735473444
811	0.1731616873
812	0.1726386957
813	0.1723116142
814	0.1718236768
815	0.1715016299
816	0.1713586979
817	0.1709854105
818	0.1703056319
819	0.1697953561
820	0.1693167206
821	0.1689724839
822	0.1684709447
823	0.168158315
824	0.1678612886
825	0.1676242989
826	0.1671183279
827	0.1668296823
828	0.1662741603
829	0.1660317257
830	0.1656042121
831	0.1652008862
832	0.1649525319
833	0.1643700672
834	0.1639800383
835	0.1634714533
836	0.1629171483
837	0.1623876429
838	0.1616103075
839	0.1611105161
840	0.1607000036
841	0.1602204985
842	0.1598875472
843	0.1594254129
844	0.1587982914
845	0.1584653539
846	0.1578910154
847	0.157545009
848	0.1570480153
849	0.1564812339
850	0.1561705709
851	0.1558149057
852	0.1553988342
853	0.1552343171
854	0.15484926
855	0.1545177425
856	0.1542943622
857	0.1540546813
858	0.1537115312
859	0.1529323904
860	0.1524908996
861	0.1521883949
862	0.1517339826
863	0.1515328378
864	0.1512260986
865	0.1507889847
866	0.1502561562
867	0.1496647645
868	0.1489340989
869	0.148518292
870	0.1481294713
871	0.1478009482
872	0.147207646
873	0.1468158912
874	0.1466929418
875	0.1462465349
876	0.145899628
877	0.1456141086
878	0.1453082973
879	0.1451284449
880	0.1444746769
881	0.1440155808
882	0.1435962095
883	0.1431671656
884	0.1426353632
885	0.1422426314
886	0.142044185
887	0.1418728861
888	0.1415544941
889	0.1411487262
890	0.1408814002
891	0.1404272601
892	0.140143422
893	0.1399182698
894	0.1394466383
895	0.1389750502
896	0.1383040915
897	0.1379077633
898	0.1374761938
899	0.137169395
900	0.1368537283
901	0.1367222203
902	0.1364270169
903	0.1361197495
904	0.1358390405
905	0.1354729719
906	0.1350880562
907	0.134659429
908	0.1344856916
909	0.1340651885
910	0.1339146094
911	0.1337056025
912	0.1335016367
913	0.1333002908
914	0.1331176975
915	0.1327878088
916	0.132396294
917	0.1320483345
918	0.1317569115
919	0.1314753476
920	0.1311075043
921	0.1309721934
922	0.1304989988
923	0.13011109
924	0.1299864612
925	0.1297238192
926	0.1296200629
927	0.1292443496
928	0.1288275273
929	0.1283910786
930	0.1281137382
931	0.1277762058
932	0.1273750857
933	0.1271087074
934	0.1268835588
935	0.1265113122
936	0.1263586396
937	0.125951565
938	0.1256225692
939	0.125339801
940	0.1250761029
941	0.1248261844
942	0.124580275
943	0.1241476703
944	0.1239309578
945	0.1238562156
946	0.1235600629
947	0.1233977949
948	0.1230769768
949	0.122738153
950	0.1224416109
951	0.1221835115
952	0.1217484626
953	0.121514555
954	0.1211681664
955	0.1206778203
956	0.1204369956
957	0.1200596941
958	0.1195935028
959	0.1193081144
960	0.1190882763
961	0.1185989422
962	0.1184498676
963	0.1180542572
964	0.1179676121
965	0.1178391058
966	0.1175467067
967	0.1174225674
968	0.1172613515
969	0.1169608858
970	0.1167417512
971	0.1163571832
972	0.1160584482
973	0.1157532089
974	0.1154376314
975	0.1151213113
976	0.1147926934
977	0.1145846674
978	0.1144655385
979	0.1143164356
980	0.1140026722
981	0.1138914868
982	0.1137219541
983	0.1133729797
984	0.1131177956
985	0.1129147941
986	0.1126788125
987	0.1123825344
988	0.1120865026
989	0.1119426979
990	0.1116205879
991	0.111507805
992	0.1111412496
993	0.1109909809
994	0.1108806811
995	0.1106171976
996	0.1102032706
997	0.1100643124
998	0.109800893
999	0.1095230999
