iter	RMSE
248	0.442928812
249	0.4410205168
250	0.4403737356
251	0.4393174601
252	0.4379752603
253	0.4373521125
254	0.436521178
255	0.4358146475
256	0.435389606
257	0.4346951525
258	0.4335061546
259	0.432253303
260	0.4317840542
261	0.4314214932
262	0.4309373122
263	0.4302815217
264	0.4297328301
265	0.4285709208
266	0.4282040009
267	0.4275808005
268	0.4262768493
269	0.4254868361
270	0.4247934032
271	0.4235342047
272	0.4226859988
273	0.4218233645
274	0.4202087022
275	0.4194058307
276	0.4190923329
277	0.4180692165
278	0.4166275668
279	0.4153836233
280	0.4149172528
281	0.4133825055
282	0.4112594023
283	0.4100078909
284	0.4087732103
285	0.4083324078
286	0.4069188991
287	0.4055618574
288	0.4046682659
289	0.4044318257
290	0.4034565521
291	0.4022170987
292	0.4020529969
293	0.4007249659
294	0.3995589037
295	0.3993790813
296	0.3989230755
297	0.3980159216
298	0.3968706216
299	0.3958391059
300	0.394788271
301	0.3939300464
302	0.3933499674
303	0.3916589322
304	0.3907652669
305	0.3896742149
306	0.3888191694
307	0.3882417191
308	0.3874443561
309	0.3868874901
310	0.3854497636
311	0.3843612611
312	0.3834390478
313	0.3826334897
314	0.3822914063
315	0.3815692567
316	0.3796592876
317	0.3795256042
318	0.3787358232
319	0.3780469659
320	0.3778972681
321	0.3776475453
322	0.3760237434
323	0.3746201693
324	0.3738895368
325	0.3726444403
326	0.371834186
327	0.3716121738
328	0.3700605424
329	0.3697673527
330	0.369459227
331	0.3693133548
332	0.3684638934
333	0.3676974701
334	0.3664250061
335	0.3654801309
336	0.3650816828
337	0.3647510512
338	0.3636960018
339	0.3627724622
340	0.361682428
341	0.3600105277
342	0.3597664724
343	0.3596346046
344	0.3585411339
345	0.3573821801
346	0.355846628
347	0.3544463197
348	0.3524815211
349	0.3515021681
350	0.3512113483
351	0.350183771
352	0.3497724474
353	0.3492579312
354	0.3480132198
355	0.3477668083
356	0.3465789253
357	0.3454680949
358	0.3451240969
359	0.3439100492
360	0.3425771869
361	0.3413332214
362	0.3405412303
363	0.3393139402
364	0.3380532504
365	0.337613966
366	0.3368173762
367	0.3357539122
368	0.3352133191
369	0.3343910004
370	0.3332877555
371	0.3323858309
372	0.3317350097
373	0.3309156141
374	0.3302425016
375	0.3295961962
376	0.3288097374
377	0.3286032312
378	0.3276313943
379	0.3270197968
380	0.3265753626
381	0.3261137155
382	0.3252762611
383	0.3247155656
384	0.3237617746
385	0.3227482063
386	0.3216815586
387	0.321387529
388	0.3206398273
389	0.3200875911
390	0.3195359975
391	0.3181944327
392	0.317704051
393	0.3167232748
394	0.3156987986
395	0.3152412816
396	0.3144843652
397	0.3139221454
398	0.3131793134
399	0.3120538147
400	0.3111883369
401	0.3102361734
402	0.3097160365
403	0.3088659272
404	0.308014575
405	0.3075361012
406	0.3066537257
407	0.3058219445
408	0.3055827805
409	0.3048612684
410	0.3041558726
411	0.3034334863
412	0.3032874306
413	0.3017498485
414	0.3010125994
415	0.3001254958
416	0.2993722813
417	0.2990850266
418	0.2984326486
419	0.2977482596
420	0.296935404
421	0.2968465664
422	0.2959389877
423	0.2951358974
424	0.2939146695
425	0.293599323
426	0.2931927527
427	0.2920393419
428	0.2913254963
429	0.2909730564
430	0.2900896975
431	0.2889593615
432	0.2881234042
433	0.2869829615
434	0.2861271156
435	0.2854049555
436	0.2850578414
437	0.2848979734
438	0.2846973216
439	0.2836422049
440	0.283023741
441	0.2821147808
442	0.2811427211
443	0.2806918103
444	0.2801542866
445	0.2794861499
446	0.2791863063
447	0.278331331
448	0.2782683784
449	0.2779458429
450	0.2772290865
451	0.2766386108
452	0.2757211605
453	0.2748614512
454	0.274065028
455	0.2732973137
456	0.2726668398
457	0.2718969479
458	0.27160301
459	0.2713917564
460	0.2707320299
461	0.2702496917
462	0.2690896219
463	0.2689688929
464	0.2682493322
465	0.267414844
466	0.2667441107
467	0.2661134527
468	0.2659929919
469	0.2648521194
470	0.2643276704
471	0.2638955707
472	0.263094179
473	0.2621961847
474	0.2615808078
475	0.2606084267
476	0.2600377711
477	0.2593838961
478	0.2585870685
479	0.2580597367
480	0.2576921001
481	0.2568963839
482	0.2564929467
483	0.2563789205
484	0.2555848974
485	0.2549195706
486	0.2543146015
487	0.2541781089
488	0.2536885576
489	0.2531549528
490	0.2521158544
491	0.251344671
492	0.2508498242
493	0.2505054407
494	0.2499646757
495	0.2497386594
496	0.2493220981
497	0.2486538012
498	0.2478130704
499	0.2475438326
500	0.2469117298
501	0.2463607138
502	0.2460478141
503	0.2459901235
504	0.2450910161
505	0.2449906897
506	0.2441565046
507	0.2436518961
508	0.2430796767
509	0.2426480515
510	0.241967194
511	0.2411272924
512	0.241019306
513	0.2399986499
514	0.2398564066
515	0.2393254453
516	0.2391958745
517	0.238421365
518	0.2381784555
519	0.2372767759
520	0.2363351238
521	0.2355732253
522	0.2349757933
523	0.2345840279
524	0.2336102328
525	0.2327938989
526	0.232263464
527	0.2316773835
528	0.231151494
529	0.2307927264
530	0.2298820411
531	0.2294201
532	0.2286861513
533	0.2279622081
534	0.2272308649
535	0.2267521458
536	0.2263723648
537	0.2255191509
538	0.2247830536
539	0.2243119295
540	0.2238811072
541	0.2236758105
542	0.2231351472
543	0.2224863772
544	0.2219909185
545	0.2214109274
546	0.2203616314
547	0.2195762327
548	0.2191865135
549	0.2184935981
550	0.2179576574
551	0.2177658496
552	0.217148798
553	0.217101203
554	0.2163285816
555	0.2157119552
556	0.2150703667
557	0.2149602832
558	0.2142462689
559	0.2137905315
560	0.2127555208
561	0.2125083209
562	0.211964938
563	0.2116259829
564	0.2111022046
565	0.2105660044
566	0.2100971066
567	0.2095476829
568	0.2089608438
569	0.2082616494
570	0.207640816
571	0.2075673828
572	0.20663074
573	0.2060105504
574	0.205628616
575	0.2052535896
576	0.205145906
577	0.2050571827
578	0.2046180702
579	0.2043787022
580	0.2042332144
581	0.2035710538
582	0.2029169402
583	0.2023015754
584	0.2013754641
585	0.2010182407
586	0.2008861955
587	0.2008458394
588	0.2005619021
589	0.2000254142
590	0.1996319331
591	0.1989802741
592	0.1987103031
593	0.198147825
594	0.1972141966
595	0.196589148
596	0.1961691375
597	0.1959186466
598	0.1954073468
599	0.1949895779
600	0.1944525449
601	0.1937318405
602	0.193357526
603	0.1926542047
604	0.1920010704
605	0.1915233614
606	0.1910731156
607	0.190737766
608	0.1904784978
609	0.1901373967
610	0.1896044881
611	0.1888064204
612	0.1884608615
613	0.1880743761
614	0.1878758873
615	0.187553423
616	0.1871204535
617	0.1864314349
618	0.1860999954
619	0.1855411416
620	0.1849038746
621	0.1846722963
622	0.1838307058
623	0.1836130732
624	0.1835081492
625	0.1831744272
626	0.1827828982
627	0.1825850264
628	0.1820535596
629	0.1816329872
630	0.1813092733
631	0.1805364123
632	0.1800554151
633	0.1799442846
634	0.1795601221
635	0.1790420939
636	0.1787627195
637	0.178466686
638	0.1779989488
639	0.1775680816
640	0.1770173014
641	0.1763652352
642	0.1758863084
643	0.1756018896
644	0.1754749813
645	0.174863032
646	0.1744714803
647	0.1740653936
648	0.1736802931
649	0.1731887649
650	0.1730200525
651	0.1723204962
652	0.1718456094
653	0.1713024958
654	0.1706996294
655	0.1701482979
656	0.1696471445
657	0.1692696906
658	0.168807415
659	0.16871362
660	0.1683458543
661	0.1680431422
662	0.1678101933
663	0.1674132462
664	0.1671210081
665	0.1668124446
666	0.1664572695
667	0.1659565229
668	0.1654640739
669	0.1649719519
670	0.1646423819
671	0.1644615432
672	0.1639668168
673	0.163648827
674	0.1632582075
675	0.1629800428
676	0.1626792172
677	0.1622912359
678	0.1617533696
679	0.16101101
680	0.160573147
681	0.160064442
682	0.1595590888
683	0.1592538708
684	0.1588837298
685	0.1585040565
686	0.1582600983
687	0.1578082278
688	0.1573874915
689	0.1568322198
690	0.1567536176
691	0.1564327469
692	0.1559051471
693	0.1555876203
694	0.1552712026
695	0.154828071
696	0.1545196097
697	0.1540178054
698	0.1535548789
699	0.1533159023
700	0.1528460899
701	0.1524233845
702	0.1520384015
703	0.1518422935
704	0.1514037841
705	0.1513301932
706	0.1508733381
707	0.1505963697
708	0.1501850478
709	0.1496314346
710	0.149078924
711	0.1484492889
712	0.1479624721
713	0.1476938899
714	0.1472160155
715	0.1467401822
716	0.1462649419
717	0.1458089307
718	0.1454883407
719	0.1451316484
720	0.1448812365
721	0.1444658799
722	0.1438765204
723	0.1433982007
724	0.143335229
725	0.1430594954
726	0.1426305336
727	0.1423131212
728	0.1418590056
729	0.1417433805
730	0.1413518846
731	0.140976146
732	0.1406674603
733	0.1404096206
734	0.140066037
735	0.1395539282
736	0.1392590682
737	0.1388220764
738	0.1384419942
739	0.1380348448
740	0.1377296866
741	0.1371904215
742	0.1369194431
743	0.1367604356
744	0.1364604402
745	0.1360365206
746	0.1355631014
747	0.1353588958
748	0.1348823774
749	0.1346002905
750	0.1342676815
751	0.1340213523
752	0.1336078829
753	0.1334154878
754	0.1331214873
755	0.1328162943
756	0.1325501527
757	0.1323613655
758	0.1320741489
759	0.131787447
760	0.1313229056
761	0.130900704
762	0.1305694442
763	0.1300994638
764	0.1298933045
765	0.1296143677
766	0.1293187999
767	0.1290269824
768	0.1288162606
769	0.1286270293
770	0.1284064745
771	0.128014978
772	0.1275992326
773	0.1271970858
774	0.1269972148
775	0.1266357256
776	0.1262791893
777	0.1259617393
778	0.1257320943
779	0.1253727572
780	0.1252353479
781	0.1249169853
782	0.1246166104
783	0.1241817726
784	0.1241265343
785	0.1239219152
786	0.1238743294
787	0.1234805279
788	0.1230925654
789	0.1227960389
790	0.1224605162
791	0.1223752627
792	0.1221322558
793	0.1220255369
794	0.1219547615
795	0.1215499665
796	0.1213047391
797	0.1210799053
798	0.1207659632
799	0.1204597414
800	0.1204159277
801	0.1200715537
802	0.1196302036
803	0.119331009
804	0.1192104004
805	0.1189412653
806	0.1186731534
807	0.1183906479
808	0.1180935185
809	0.1179194228
810	0.1177014313
811	0.1175902776
812	0.1175700194
813	0.1174797242
814	0.117188936
815	0.1168237678
816	0.1166127941
817	0.1163563913
818	0.1162032575
819	0.1161824371
820	0.1158913377
821	0.1156697658
822	0.1154364939
823	0.1150529778
824	0.1148553563
825	0.1146792518
826	0.1143849775
827	0.1142443582
828	0.1141460657
829	0.1138338121
830	0.1136546847
831	0.1136104354
832	0.1134723129
833	0.1132746718
834	0.1129811212
835	0.1128455763
836	0.112542339
837	0.1121692802
838	0.1120319463
839	0.1118156999
840	0.1116652261
841	0.1114073414
842	0.1111690511
843	0.1108624339
844	0.1106293951
845	0.1105370909
846	0.1104971195
847	0.1102134357
848	0.1100879019
849	0.1098550324
850	0.1096388506
851	0.1093460821
852	0.1092705377
853	0.1089865069
854	0.1086332775
855	0.108338843
856	0.1080555922
857	0.1079532289
858	0.1076451746
859	0.1073780758
860	0.1071179951
861	0.1069858355
862	0.1067773569
863	0.106490977
864	0.105967103
865	0.1058320084
866	0.1057100441
867	0.1054554157
868	0.1052397681
869	0.1050950229
870	0.1049049862
871	0.1046315319
872	0.1044508165
873	0.104295198
874	0.1040362188
875	0.1037199359
876	0.1035585646
877	0.1035017993
878	0.1033193295
879	0.1031589473
880	0.1030814792
881	0.1029346114
882	0.102628069
883	0.1024249
884	0.102105272
885	0.1017692128
886	0.1015601934
887	0.1014551522
888	0.1012331095
889	0.1009833061
890	0.1007799381
891	0.1005058868
892	0.1002737696
893	0.1000894871
894	0.09984836224
895	0.09962241694
896	0.09941561987
897	0.09902638477
898	0.09895714107
899	0.09881742366
900	0.09871502008
901	0.09852627328
902	0.0983044164
903	0.09816284398
904	0.0979999185
905	0.09778006899
906	0.0974405651
907	0.09723826661
908	0.09700373713
909	0.09669790547
910	0.09652542224
911	0.09605734512
912	0.09595801427
913	0.09568972767
914	0.09535762539
915	0.0952374342
916	0.09502535537
917	0.09480570249
918	0.09468803834
919	0.09453270488
920	0.09439293855
921	0.09406619524
922	0.09367893649
923	0.09351697476
924	0.09324389752
925	0.09309386474
926	0.09281845408
927	0.09264778055
928	0.09262224645
929	0.09231050423
930	0.0920968816
931	0.0919108848
932	0.09153768317
933	0.09136200968
934	0.09123364071
935	0.09089582278
936	0.09068831747
937	0.09031083454
938	0.09008031341
939	0.08997226614
940	0.08973089393
941	0.08944959109
942	0.08926869493
943	0.0891941243
944	0.08906747083
945	0.08885388718
946	0.08857568896
947	0.08833196456
948	0.0881509149
949	0.0879104221
950	0.08776717839
951	0.0876625711
952	0.08736260646
953	0.08718989489
954	0.08698784764
955	0.08682361566
956	0.0866360746
957	0.08652405486
958	0.08634697368
959	0.08612168337
960	0.08597610345
961	0.08590322441
962	0.0857762272
963	0.08556077954
964	0.08540268954
965	0.08527831028
966	0.08502639528
967	0.08482458947
968	0.08469502235
969	0.08452610736
970	0.08430610168
971	0.08412202804
972	0.08400287316
973	0.08384728457
974	0.08368517521
975	0.08352185271
976	0.083456185
977	0.08324432085
978	0.08305281041
979	0.08284249462
980	0.08269213826
981	0.08245717635
982	0.08223073617
983	0.08202163906
984	0.0818465838
985	0.08164577027
986	0.0814989631
987	0.08141714964
988	0.08119436643
989	0.08104402179
990	0.08099736693
991	0.08087783939
992	0.08070142286
993	0.08045878942
994	0.0803482697
995	0.08013210981
996	0.07986299672
997	0.07956542932
998	0.07947135978
999	0.07931472945
